Rank,Player_x,Position,School,Birthday,Age,Height,Wingspan,Weight (lbs),Hand Width,Reach,Standing Vert (in),Max Vert (in),Lane (sec),Shuttle (sec),3/4 Sprint (sec),Ovr. Rank,Avg. Rank,ESPN,The Athletic,CBS Sports,Tankathon,The Ringer,No Ceilings,Yahoo,GP,GS,MP,PTS,OREB,DREB,TREB,AST,STL,BLK,TOV,PF,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,PTS/36,OREB/36,DREB/36,TREB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,FGA/36,2PA/36,3PA/36,FTA/36,Info,Predicted_WS/48,Predicted_PPG,Predicted_VORP,Predicted_raptor_onoff_offense,Predicted_raptor_onoff_defense,Predicted_raptor_offense,Predicted_raptor_defense,Predicted_war_total,Predicted_predator_defense,Predicted_predator_total,match_name,match_score,    PK(OVR),TEAM,Player_y,HT,WT,POS,SCHOOL
170,"Ugolin, Lucas",SG,France,4/23/2002,22.17,"6'5""",,195,,,,,,,,115,,,,,,,,,28,1.0,11.0,4.2,0.4,0.9,1.4,0.1,0.3,0.2,0.7,1.4,1.4,3.3,0.44,0.5,0.9,0.607,0.9,2.4,0.379,0.4,0.7,0.632,0.592,13.7,1.4,3.0,4.5,0.5,0.9,0.6,2.2,4.5,4.7,2.9,7.7,2.2,https://basketball.realgm.com/player/Lucas-Ugolin/Summary/139533,0.06852453202085193,5.866987264028528,4.411929636910022,-4.12140920215352,-0.205457901579269,-2.543129670715147,-0.3724522203222069,1.5070315012786752,-0.6488246905541121,-2.212947867321579,,,,,,,,,
146,"Proctor, Tyrese",PG,Duke,4/1/2001,23.23,"6'5""","6'7""",183,,,,,,,,87,,,,,,,,,32,25.0,30.4,10.5,0.1,2.9,3.0,3.7,0.7,0.1,1.3,1.6,3.8,8.9,0.423,1.9,3.7,0.521,1.8,5.2,0.352,1.2,1.5,0.755,0.569,12.4,0.1,3.4,3.6,4.4,0.8,0.1,1.5,1.9,4.5,4.4,6.2,1.8,https://www.sports-reference.com/cbb/players/tyrese-proctor-1.html,0.06753896113856336,7.570850490264974,1.6263625989094017,-1.5529515947304595,-0.028390973993874337,-1.3714247928079615,-0.5007711690133609,0.8621382091438723,-0.6646085245685848,-1.8474403204028815,,,,,,,,,
86,"Kraag, Yannick",SF,Spain,10/16/2002,21.69,"6'8""",,190,,,,,,,,86,75.0,96.0,79.0,83.0,77.0,70.0,67.0,53.0,32,,15.8,4.6,1.1,2.2,3.2,0.4,0.6,0.2,0.5,1.7,1.7,3.7,0.466,1.2,2.1,0.559,0.5,1.6,0.34,0.7,1.1,0.6,0.58,10.5,2.5,5.0,7.3,0.9,1.4,0.5,1.1,3.9,3.9,4.8,3.6,2.5,https://www.basketball-reference.com/international/players/yannick-kraag-1.html,0.06562379232385031,5.365677062152936,2.5812166778123604,-7.996876956006831,0.07700093637615185,-3.2175906891320905,-1.6871652523497829,0.1611244898840258,-0.9153820418096843,-4.124864999258529,,,,,,,,,
59,"Chomche, Ulrich",C,NBA Academy Africa,12/30/2005,18.49,"6'11.5""","7'4""",232,"10.25""","9'1""",29.0,35.5,11.74,2.84,3.1,59,57.43,43.0,82.0,63.0,55.0,48.0,58.0,53.0,3,3.0,30.1,13.0,1.3,7.7,9.0,3.3,1.3,2.7,5.0,1.0,4.7,11.0,0.424,2.0,4.0,0.5,2.7,7.0,0.381,1.0,1.3,0.75,0.574,15.5,1.6,9.2,10.8,4.0,1.6,3.2,6.0,1.2,5.6,4.8,8.4,1.6,https://basketball.realgm.com/player/Ulrich-Chomche/Summary/155584,0.06456002297614108,6.7606714427759735,1.9618974872570132,-1.1188352528258867,-0.46760275627360653,-1.3435214905227308,-1.1958349412169405,0.6661773624618657,-1.0723180298791133,-2.1847205324541736,Ulrich Chomche,95.0,57.0,Memphis,Ulrich Chomche,6-10,232.0,PF,Cameroon
79,"Ellis, Boogie",PG,USC,12/12/2000,23.54,6' 2'',6' 7.00'',185,10.0,8' 2.00'',31.5,39.5,11.98,3.33,3.19,79,72.14,78.0,77.0,83.0,77.0,70.0,67.0,53.0,29,29.0,33.5,16.5,0.3,3.2,3.5,3.0,1.4,0.1,1.8,1.9,5.6,13.1,0.427,2.6,5.9,0.439,3.0,7.2,0.418,2.3,3.2,0.72,0.615,17.7,0.3,3.4,3.8,3.2,1.5,0.1,1.9,2.0,6.0,6.3,7.7,3.4,https://www.sports-reference.com/cbb/players/boogie-ellis-1.html,0.06409779691421191,7.279077586688783,3.953145667962746,-1.8417002384875207,-3.060451391493185,-1.6242516525144348,-0.8901170588994425,0.25980080135781675,-1.1513316537153728,-2.882771217206766,,,,,,,,,
155,"Booker, Xavier",PF,Michigan State,9/9/2004,19.79,"6'11""",,220,,,,,,,,95,,,,,,,,,27,2.0,9.2,3.7,0.3,1.4,1.7,0.2,0.1,0.5,0.3,1.1,1.3,3.0,0.439,0.7,1.3,0.588,0.6,1.8,0.333,0.4,0.7,0.632,0.564,14.5,1.2,5.5,6.7,0.8,0.4,2.0,1.2,4.3,5.1,5.1,7.0,2.7,https://www.sports-reference.com/cbb/players/xavier-booker-2.html,0.06366813450528636,5.647044402478312,4.331442199347585,-4.159713798742517,-0.21574833171999125,-2.556438470242338,-0.6763601072229746,0.6523909063109986,-1.4219309390467922,-3.112891019482575,,,,,,,,,
93,"James, Josiah-Jordan",SF,Tennessee,9/5/2000,23.81,"6'7""","6'11""",213,,,,,,,,93,77.14,92.0,98.0,83.0,77.0,70.0,67.0,53.0,36,36.0,29.2,8.4,1.6,4.8,6.4,1.9,1.4,0.6,1.0,2.0,2.8,6.9,0.402,1.6,3.4,0.463,1.2,3.5,0.341,1.6,2.0,0.831,0.578,10.4,2.0,5.9,7.9,2.3,1.7,0.7,1.2,2.5,3.5,4.2,4.3,2.5,https://www.sports-reference.com/cbb/players/josiah-jordan-james-1.html,0.06289359877270626,7.485741119270221,1.7531815750712196,-2.467785920242497,0.24802485140054437,-1.8906350815427135,-0.8226946314473723,0.38591642756318584,-0.9155955132788126,-1.9702043879431435,Bronny James,86.0,55.0,LA Lakers,Bronny James,6-1,210.0,PG,USC
16,"Carrington, Carlton",PG,Pittsburgh,7/21/2005,18.93,"6'5""","6'8""",195,"9.25""","8'3""",28.5,36.5,11.28,2.99,3.16,16,17.14,19.0,8.0,17.0,30.0,17.0,17.0,12.0,33,33.0,33.2,13.8,0.5,4.7,5.2,4.1,0.6,0.2,1.9,2.4,4.8,11.7,0.412,2.8,5.6,0.511,2.0,6.1,0.322,2.2,2.8,0.785,0.573,15.0,0.5,5.1,5.6,4.4,0.7,0.2,2.1,2.6,5.2,6.1,6.6,3.0,https://www.sports-reference.com/cbb/players/carlton-carrington-1.html,0.06087238179162442,7.525261139907018,10.889815940042716,-2.2210226664159274,0.4746619520440373,-1.5977104848067256,-0.7087978987719293,0.10921729215599442,-1.21999951171492,-2.842448072824989,,,,,,,,,
76,"Jones, Spencer",SF,Stanford,6/14/2001,23.03,"6'7""",,225,,,,,,,,76,71.43,72.0,78.0,83.0,77.0,70.0,67.0,53.0,25,24.0,29.1,11.7,1.2,2.9,4.1,2.0,1.4,0.8,1.3,2.4,4.0,9.0,0.438,1.8,3.8,0.479,2.2,5.3,0.409,1.6,2.5,0.645,0.63,14.5,1.5,3.6,5.1,2.5,1.7,1.0,1.6,3.0,4.9,4.7,6.6,3.1,https://www.sports-reference.com/cbb/players/spencer-jones-1.html,0.059471461168271275,5.079900695041958,1.438522854227625,-4.957781063544596,-0.36666851930934163,-2.5260462022904755,-1.3166971484926178,0.5541005175989265,-1.9755684936693347,-3.532409022102486,,,,,,,,,
45,"Shead, Jamal",PG,Houston,7/24/2002,21.92,"6'1.5""","6'3""",201,"8'75""","8'0""",30.0,37.5,10.87,2.87,2.94,45,45.14,46.0,31.0,41.0,47.0,54.0,44.0,53.0,37,37.0,31.1,12.9,0.9,2.8,3.7,6.3,2.2,0.5,2.0,2.0,4.8,11.7,0.409,3.6,7.9,0.456,1.2,3.8,0.309,2.2,2.8,0.779,0.536,14.9,1.0,3.2,4.3,7.3,2.5,0.6,2.3,2.3,5.6,9.1,4.4,3.2,https://www.sports-reference.com/cbb/players/jamal-shead-1.html,0.05943806656879972,7.732715033431004,5.441811133437186,-2.231484947641485,0.6170873122435687,-1.5872090837016715,-0.7240769193747829,0.10823243759316258,-1.2015875500664788,-2.7396100252158884,Jamal Shead,95.0,45.0,Sacramento,Jamal Shead,6-0,201.0,PG,Houston
71,"Hinson, Blake",SF,Pittsburgh,12/26/1999,24.5,"6'7""","6'10""",230,,,,,,,,71,68.43,73.0,71.0,68.0,77.0,70.0,67.0,53.0,33,33.0,33.6,18.5,0.9,3.5,4.4,0.8,0.5,0.2,1.3,2.2,6.1,13.4,0.454,2.8,5.5,0.5,3.3,7.9,0.421,2.9,4.4,0.669,0.675,19.8,1.0,3.8,4.7,0.9,0.5,0.2,1.4,2.4,6.5,5.9,8.5,4.7,https://www.sports-reference.com/cbb/players/blake-hinson-1.html,0.05888423363108835,6.280374556443271,4.553620159809076,-4.010714420865155,-1.8366978912261076,-2.195314200692341,-2.0598716903740737,0.21387715551072628,-2.9110710236803636,-3.5013197820171995,,,,,,,,,
108,"Armstrong, Mark",PG,Villanova,2/21/2004,20.34,"6'1""","6'4""",180,,,,,,,,108,79.86,109.0,100.0,83.0,77.0,70.0,67.0,53.0,34,32.0,24.5,8.4,0.3,2.0,2.3,2.4,0.9,0.2,1.7,1.8,3.2,7.6,0.417,2.5,5.1,0.483,0.7,2.5,0.282,1.3,1.7,0.776,0.529,12.3,0.4,2.9,3.4,3.5,1.3,0.3,2.5,2.6,4.7,7.5,3.7,2.5,https://www.sports-reference.com/cbb/players/mark-armstrong-2.html,0.05797822455136542,8.293943810489237,1.0762970525311581,-2.074702665340371,0.47251263963437923,-1.466272556569658,-0.6746069541195883,0.5510038320951636,-1.1185195326275486,-2.2249792856907558,,,,,,,,,
57,"Newton, Tristen",PG,UConn,4/26/2001,23.16,"6'4.5""","6'6.75""",192,"9""","8'4""",25.0,32.5,10.96,2.84,3.24,57,53.86,66.0,46.0,42.0,57.0,57.0,56.0,53.0,40,40.0,33.2,15.1,1.4,5.2,6.6,6.2,0.9,0.3,2.5,1.8,4.6,11.0,0.415,2.8,5.5,0.509,1.8,5.5,0.321,4.2,5.2,0.808,0.665,16.4,1.5,5.6,7.2,6.7,1.0,0.3,2.7,2.0,5.0,6.0,6.0,5.6,https://www.sports-reference.com/cbb/players/tristen-newton-1.html,0.05710457028975689,9.478506107623618,2.363532196289445,-3.712282788906234,0.0022262935893376675,-2.289699499105176,-0.380603076130451,0.746276948200471,-0.8516768209279282,-2.3724579174964324,Tristen Newton,95.0,49.0,Indiana,Tristen Newton,6-3,192.0,PG,UConn
55,"Flowers, Trentyn",SF,Australia,3/8/2005,19.3,"6'7.75""","6'8.25""",201,"9.5""","8'4.5""",34.5,42.0,11.01,3.0,3.13,55,52.86,56.0,73.0,61.0,60.0,28.0,39.0,53.0,18,5.0,12.7,5.0,0.6,2.3,2.9,0.4,0.3,0.1,1.0,1.3,1.8,4.0,0.444,1.4,2.9,0.473,0.4,1.1,0.368,1.1,1.7,0.613,0.586,14.2,1.6,6.6,8.2,1.2,0.8,0.3,2.8,3.8,5.0,8.3,3.0,4.9,https://basketball.realgm.com/player/Trentyn-Flowers/Summary/191124,0.05630412308271981,4.903789894799435,4.8698355681042065,-8.56124386214551,-0.3898690847088129,-2.663706220110909,-1.3473415393973598,0.4630515566777561,-1.3676873564325154,-3.568607848529559,,,,,,,,,
34,"Christie, Cameron",SG,Minnesota,7/24/2005,18.92,"6'5.75""","6'8""",190,"8""","8'5.5""",32.5,35.5,11.07,2.95,3.07,34,38.29,32.0,33.0,40.0,38.0,43.0,51.0,31.0,33,26.0,30.1,11.3,0.2,3.4,3.6,2.2,0.6,0.3,1.2,1.6,3.8,9.4,0.403,1.7,4.0,0.42,2.1,5.4,0.391,1.6,2.0,0.791,0.58,13.5,0.2,4.1,4.3,2.6,0.7,0.4,1.4,1.9,4.5,4.8,6.5,2.4,https://www.sports-reference.com/cbb/players/cam-christie-1.html,0.05513331471095796,6.774136599300508,1.8264623355303713,-4.075040221624878,1.8455883024724455,-2.2122001958266653,0.25595164589887026,-1.4614595037806746,-0.5489510701281278,-2.359257889863171,Cameron Christie,95.0,46.0,LA,Cameron Christie,6-4,190.0,SG,Minnesota
25,"George, Kyshawn",SF,Miami,12/12/2003,20.54,"6'8.25""","6'10.25""",209,"10.25""","8'9""",27.0,32.0,11.9,2.91,3.32,25,26.0,20.0,35.0,29.0,27.0,34.0,20.0,17.0,31,16.0,23.0,7.6,0.5,2.6,3.0,2.2,0.9,0.4,1.5,1.8,2.6,6.1,0.426,0.9,1.9,0.467,1.7,4.2,0.408,0.7,0.9,0.778,0.59,11.9,0.8,4.1,4.7,3.4,1.4,0.6,2.3,2.8,4.1,3.0,6.6,1.4,https://www.sports-reference.com/cbb/players/kyshawn-george-1.html,0.05493638492925182,10.294327239017981,3.5248169134623,-1.6297473426673708,0.47763432361180785,-1.1409070009716737,-0.552422285088496,0.7598505536657193,-0.7788537723328101,-1.6206663565151787,Kyshawn George,95.0,24.0,New York (From DAL),Kyshawn George,6-7,209.0,SG,Miami
165,"Mgbako, Machenzie",PF,Indiana,11/18/2004,19.6,"6'8""","7'4""",215,,,,,,,,107,,,,,,,,,33,33.0,27.1,12.2,1.0,3.1,4.1,1.3,0.4,0.4,1.2,2.4,4.0,10.1,0.395,2.5,5.4,0.453,1.5,4.6,0.327,2.8,3.4,0.821,0.583,16.2,1.3,4.1,5.4,1.7,0.5,0.5,1.6,3.2,5.3,7.2,6.1,4.5,https://www.sports-reference.com/cbb/players/mackenzie-mgbako-2.html,0.05445894741968337,8.384512998753083,1.7302355018962814,-2.6595772590960207,-0.019597455586604872,-1.9031433040919525,-0.9662300519802267,0.31202373532447875,-1.3978563266594692,-4.166794105798424,,,,,,,,,
181,"Boswell, Kylan",PG,Arizona,4/18/2005,19.19,"6'2""",,195,,,,,,,,134,,,,,,,,,36,35.0,26.9,9.6,0.3,2.0,2.3,3.6,1.4,0.1,1.7,1.3,3.5,8.8,0.396,1.6,3.9,0.415,1.8,4.8,0.379,0.9,1.1,0.795,0.525,12.8,0.4,2.7,3.1,4.8,1.9,0.1,2.3,1.7,4.7,5.2,6.4,1.5,https://www.sports-reference.com/cbb/players/kylan-boswell-1.html,0.054216121126611075,7.659635497648244,1.6787838722765678,-2.9033009607188296,0.6371141805792211,-2.4679672705090696,-0.9163838208000566,0.6254547886637274,-1.4514128297678643,-4.078230407393488,,,,,,,,,
119,"Wagner, DJ",PG,Kentucky,5/4/2005,19.14,"6'3""","6'5""",175,,,,,,,,110,,,,,,,,,29,28.0,25.8,9.9,0.2,1.7,1.9,3.3,0.8,0.2,1.5,1.6,3.6,8.9,0.405,2.7,5.6,0.472,1.0,3.3,0.292,1.7,2.2,0.766,0.536,13.8,0.3,2.4,2.7,4.6,1.1,0.3,2.1,2.2,5.0,7.8,4.6,3.1,https://www.sports-reference.com/cbb/players/dj-wagner-1.html,0.05326163803099592,5.767227027119208,0.5452618580035652,-3.4515896558119685,1.2713943605506544,-1.974535865533927,-1.029660235480028,0.4959322574841337,-1.5743738279765969,-2.732852102936676,,,,,,,,,
180,"Hoggard, AJ",PG,Michigan State,9/25/2000,23.75,6'4',,210,,,,,,,,133,,,,,,,,,35,34.0,28.7,10.7,0.6,2.5,3.1,5.2,1.4,0.3,1.8,2.1,3.8,9.3,0.407,3.1,7.2,0.425,0.7,2.1,0.347,2.4,3.1,0.787,0.555,13.4,0.8,3.1,3.9,6.5,1.8,0.4,2.3,2.6,4.8,9.0,2.6,3.9,https://www.sports-reference.com/cbb/players/aj-hoggard-1.html,0.05241421130166372,7.725224985506509,1.3307897019817592,-2.408886938474684,0.8293678905383944,-1.8026985378727196,-0.7638503208822105,0.24344967359221006,-1.2046738397849048,-2.86771136717196,,,,,,,,,
101,"Warren, Bryson",PG,G-League,10/14/2004,19.7,"6'2""","6'6""",174,,,,,,,,101,78.71,109.0,92.0,83.0,77.0,70.0,67.0,53.0,17,2.0,19.6,7.8,0.2,1.4,1.6,1.9,0.8,0.3,1.0,0.9,2.8,7.4,0.381,1.3,2.4,0.535,1.5,5.0,0.306,0.4,0.5,0.778,0.504,14.4,0.4,2.5,2.9,3.6,1.5,0.5,1.8,1.7,5.2,4.4,9.2,1.0,https://basketball.realgm.com/player/Bryson-Warren/Summary/162128,0.04941030777542561,6.889087693343599,1.359046026187278,-2.400664536593348,0.5760424314536884,-2.137003176384424,-0.6452204281158092,1.2227584982105062,-1.1309207874576632,-2.8353120873492954,,,,,,,,,
151,"Cadeau, Elliot",PG,North Carolina,9/4/2004,19.81,"6'0""","6'2""",175,,,,,,,,94,,,,,,,,,37,31.0,23.8,7.3,0.6,1.6,2.2,4.1,0.8,0.1,1.8,2.3,2.7,6.5,0.417,2.5,5.1,0.481,0.3,1.4,0.189,1.6,2.5,0.648,0.538,11.0,0.9,2.4,3.3,6.2,1.2,0.2,2.7,3.5,4.1,7.7,2.1,3.8,https://www.sports-reference.com/cbb/players/elliot-cadeau-1.html,0.04889128691135219,7.220343864006855,-1.6404851958347733,-5.258185193768503,-0.7881864619304761,-2.5053201430131704,-1.686672587139876,0.0377712892598211,-1.6096086103646798,-3.292612381802818,,,,,,,,,
15,"Walter, Ja'Kobe",SG,Baylor,9/4/2004,19.81,"6'5.5""","6'10""",198,"9.75""","8'6.5""",30.5,38.5,11.0,2.92,3.04,15,16.86,14.0,23.0,18.0,15.0,16.0,18.0,14.0,35,35.0,32.3,14.5,1.3,3.1,4.4,1.4,1.1,0.2,1.3,2.1,4.1,10.9,0.376,2.0,4.7,0.423,2.1,6.3,0.341,4.1,5.2,0.792,0.645,16.2,1.4,3.5,4.9,1.6,1.2,0.2,1.4,2.3,4.6,5.2,7.0,5.8,https://www.sports-reference.com/cbb/players/jakobe-walter-2.html,0.04659003375351217,5.349966377479027,0.5142653658255852,-5.873500654328474,2.234621781170109,-2.556238335158533,-1.141158200738137,0.4859566939701056,-1.7406804784892966,-4.231052514369561,Ja'Kobe Walter,95.0,19.0,Toronto (From IND),Ja'Kobe Walter,6-4,198.0,SG,Baylor
121,"Miller, Baba",PF,Florida,2/7/2004,20.38,"6'11""","7'2""",204,,,,,,,,80,,,,,,,,,33,32.0,24.8,7.6,1.2,3.7,4.9,1.4,0.9,1.1,1.5,3.1,2.8,6.2,0.449,2.1,3.7,0.553,0.7,2.5,0.293,1.3,2.4,0.557,0.59,11.0,1.7,5.4,7.1,2.0,1.3,1.6,2.2,4.5,4.1,5.4,3.6,3.5,https://www.sports-reference.com/cbb/players/baba-miller-1.html,0.04547621296038235,3.385176168697784,-0.26755878316366327,-4.728309330033244,1.2652733179349274,-2.545771180970784,2.7630118258524137,0.003384734887386633,1.1339638590205245,-1.9145691335985047,,,,,,,,,
56,"Ajinca, Melvin",SF,France,6/26/2004,20.0,6' 8.5'',6' 7.5'',214,"9.75""",8' 10.5'',26.5,31.0,11.78,3.0,3.38,56,52.86,48.0,57.0,53.0,52.0,40.0,67.0,53.0,28,,24.6,9.3,1.0,2.3,3.3,0.8,0.5,0.0,0.6,2.2,3.0,8.0,0.375,1.4,2.7,0.507,1.6,5.3,0.309,1.7,2.1,0.797,0.557,13.6,1.5,3.4,4.8,1.2,0.7,0.0,0.9,3.2,4.4,4.0,7.8,3.1,https://www.basketball-reference.com/international/players/melvin-ajinca-1.html,0.04459561791405969,4.79413822507587,0.033965368804632384,-3.464005459789189,1.5214871158546635,-2.2885290182981635,-1.0920058587026655,0.23990295409836915,-1.5584945740927194,-3.7948746672378553,Melvin Ajinça,91.0,51.0,New York,Melvin Ajinça,6-7,214.0,SG,France
103,"Cousnard, Jermaine",SG,Oregon,11/25/1998,25.58,"6'4""",,205,,,,,,,,103,79.14,95.0,109.0,83.0,77.0,70.0,67.0,53.0,36,36.0,32.9,16.6,1.1,3.4,4.6,3.3,1.6,0.2,1.7,2.2,5.5,13.8,0.4,3.5,8.0,0.439,2.0,5.9,0.346,3.5,4.6,0.754,0.587,18.2,1.2,3.7,5.0,3.6,1.8,0.2,1.9,2.4,6.0,8.8,6.5,5.0,https://www.sports-reference.com/cbb/players/jermaine-couisnard-1.html,0.044441943216504576,6.577768890029335,2.055902315730767,-1.7885619825315913,-0.16878619566564412,-1.6177245157063789,-0.5983254695740239,0.08413352583126815,-0.6278150471912636,-2.507462314170944,,,,,,,,,
44,"Ingram, Harrison",SF,North Carolina,11/27/2002,21.58,"6'6.5""","7'0.25""",234,"10.25""","8'6.5""",29.0,35.0,11.36,2.94,3.17,44,44.0,44.0,54.0,36.0,48.0,42.0,45.0,39.0,37,36.0,32.8,12.2,2.6,6.2,8.8,2.2,1.4,0.4,1.4,1.9,4.4,10.2,0.43,2.6,5.7,0.467,1.8,4.6,0.385,1.6,2.6,0.612,0.583,13.4,2.9,6.8,9.7,2.4,1.5,0.4,1.5,2.1,4.8,6.3,5.0,2.9,https://www.sports-reference.com/cbb/players/harrison-ingram-1.html,0.0422512098025068,4.764354312938486,1.41038578918416,-4.194408473575433,-0.30650594229205047,-2.6789154130831476,-0.3506617825984701,0.3736833469794078,-0.9829724050016948,-3.3639178268554017,Harrison Ingram,95.0,48.0,San Antonio,Harrison Ingram,6-5,234.0,SF,North Carolina
168,"Buchanan, Blake",PF,Virginia,5/2/2000,24.15,"6'11""",,225,,,,,,,,111,,,,,,,,,34,6.0,15.0,3.4,1.3,1.9,3.1,0.4,0.4,0.9,0.4,1.8,1.4,3.3,0.414,1.4,3.3,0.414,0.0,0.0,0.0,0.7,1.4,0.5,0.483,8.2,3.1,4.6,7.4,1.0,1.0,2.2,1.0,4.3,3.4,7.9,0.0,3.4,https://www.sports-reference.com/cbb/players/blake-buchanan-3.html,0.04158028731608398,2.5346581468067546,2.663731438567117,-1.4437671666252654,1.3112078253950772,-1.9562218101944955,0.29761317925984854,0.4946012112135105,-0.30488880712028416,-1.4989881330222,,,,,,,,,
131,"Johnson, Kobe",SG,USC,1/15/2003,21.44,"6'6""",,175,,,,,,,,99,,,,,,,,,31,28.0,31.0,10.9,0.5,4.1,4.6,3.3,2.2,0.8,2.1,2.2,4.1,10.1,0.404,2.8,5.9,0.467,1.3,4.1,0.313,1.5,2.0,0.726,0.523,12.7,0.6,4.8,5.3,3.8,2.6,0.9,2.4,2.6,4.8,6.9,4.8,2.3,https://www.sports-reference.com/cbb/players/kobe-johnson-1.html,0.04027173072740539,5.995504187535666,3.264481974447877,-0.5635901585848984,-1.0932140099131191,-1.1175615475189842,-1.181974925248736,-0.004464552285731014,-1.7413177581061907,-3.4868786835095746,,,,,,,,,
154,"Lowe, Jaland",PG,Pittsburgh,1/1/2005,19.48,"6'3""",,170,,,,,,,,88,,,,,,,,,33,19.0,26.6,9.6,0.5,2.2,2.8,3.3,0.8,0.1,1.4,1.2,3.4,8.8,0.388,2.5,6.2,0.404,0.9,2.7,0.352,1.8,2.1,0.855,0.523,13.0,0.7,3.0,3.8,4.5,1.1,0.1,1.9,1.6,4.6,8.4,3.7,2.8,https://www.sports-reference.com/cbb/players/jaland-lowe-2.html,0.03977238167057204,8.41728539746213,2.0681177923942062,-3.0341754799978644,-0.4168129532636516,-2.922057388578762,-0.9766625481554952,0.4413065020162796,-1.318767486402044,-4.970556673018288,,,,,,,,,
89,"Gaines, Eric",PG,UAB,1/19/2001,23.43,"6'0""","6'8""",148,,,,,,,,89,76.14,93.0,90.0,83.0,77.0,70.0,67.0,53.0,35,33.0,33.7,12.3,0.7,3.2,3.9,5.5,2.3,0.5,2.4,2.1,4.1,10.4,0.393,3.0,6.3,0.475,1.1,4.1,0.269,3.0,4.0,0.75,0.573,13.1,0.7,3.4,4.2,5.9,2.5,0.5,2.6,2.2,4.4,6.7,4.4,4.3,https://www.sports-reference.com/cbb/players/eric-gaines-4.html,0.03918153935334363,5.803191347310485,0.5299406062957986,-3.583003214697247,-0.11940755905202158,-2.5680986482689154,-1.731930348180709,-0.08933820701028992,-1.8660504178231465,-4.121165265431093,,,,,,,,,
166,"Stojakovic, Andrej",SF,Stanford,8/17/2004,19.86,"6'7""",,190,,,,,,,,108,,,,,,,,,32,10.0,22.3,7.8,0.5,2.9,3.4,0.9,0.4,0.1,1.2,0.8,3.1,7.6,0.409,2.0,4.3,0.471,1.1,3.3,0.327,0.6,1.1,0.528,0.498,12.6,0.8,4.7,5.5,1.5,0.6,0.2,1.9,1.3,5.0,6.9,5.3,1.8,https://www.sports-reference.com/cbb/players/andrej-stojakovic-2.html,0.034929155216880364,5.019131145240314,0.9379819500760679,0.40089879428456415,0.7059161074184361,-1.4611703632534787,-1.0327282014277221,0.3986447909066878,-1.8676287645311198,-2.284164946265648,,,,,,,,,
142,"Stevenson, Jarin",PF,Alabama,10/15/2005,18.69,"6'10""",,195,,,,,,,,105,,,,,,,,,37,5.0,16.6,5.3,0.6,2.1,2.7,0.4,0.2,0.4,0.9,1.7,1.8,4.3,0.418,0.9,1.5,0.596,0.9,2.7,0.317,0.8,1.2,0.689,0.576,11.5,1.3,4.6,5.9,0.9,0.4,0.9,2.0,3.7,3.9,3.3,5.9,2.6,https://www.sports-reference.com/cbb/players/jarin-stevenson-1.html,0.033961444995558615,8.373592888852754,-1.1325515701145188,-1.9363865906167388,-1.352415212840773,-2.224326198811651,-1.7105607278346002,0.2588989981310077,-1.800968887300435,-2.9850347758164175,,,,,,,,,
171,"Kugel, Riley",SG,Florida,11/30/2003,20.57,"6'5""",,205,,,,,,,,118,,,,,,,,,33,11.0,23.3,9.2,0.9,2.6,3.5,1.5,1.1,0.2,1.9,1.9,3.3,8.5,0.394,2.3,5.2,0.447,1.0,3.3,0.312,1.5,2.1,0.696,0.522,14.2,1.4,4.0,5.4,2.3,1.7,0.3,2.9,2.9,5.1,8.0,5.1,3.2,https://www.sports-reference.com/cbb/players/riley-kugel-1.html,0.03272770022849284,6.494723824205312,-0.43435094338357444,-1.6313935943789328,-0.6525557080848927,-2.6821484459042075,-1.764333684695032,-0.23655979686645331,-2.2628944939326026,-5.494288229346609,,,,,,,,,
122,"Darlan, Thierry",SF,G-League Ignite,2/3/2004,20.39,"6'6""","7'1""",189,,,,,,,,114,,,,,,,,,45,11.0,19.1,5.4,0.7,3.0,3.7,0.8,0.6,0.3,1.5,1.6,1.6,4.4,0.372,1.1,2.3,0.471,0.6,2.1,0.263,1.0,1.3,0.754,0.578,10.2,1.3,5.6,6.9,1.5,1.1,0.6,2.8,3.0,3.1,4.2,4.0,2.4,https://basketball.realgm.com/player/Thierry-Darlan/Summary/185256,0.02394644755853178,4.051399907583305,-0.43293680622461417,-3.477238700039121,-0.1544809526811804,-2.8143261102695565,-1.0648163521655212,-0.049349689326426256,-1.817111791571239,-4.0623141762922215,,,,,,,,,
13,"Salaun, Tidjane",PF,France,8/10/2005,18.88,6' 10'',7' 1.5'',217,"9.75""",9' 2'',27.5,32.0,11.45,3.05,3.37,13,11.71,9.0,11.0,15.0,11.0,6.0,21.0,9.0,33,,22.7,9.0,1.4,2.7,4.0,1.0,1.2,0.2,1.5,2.5,2.9,7.9,0.373,1.5,3.6,0.425,1.4,4.2,0.329,1.7,2.2,0.767,0.546,14.3,2.2,4.3,6.3,1.6,1.9,0.3,2.4,4.0,4.6,5.7,6.7,3.5,https://www.basketball-reference.com/international/players/tidjane-salaun-1.html,0.019702683444786043,4.350104884469164,-0.553901366708725,-2.985715574925918,-1.805255243121018,-2.6537772692671187,-1.7934098458823482,0.08669409842194956,-2.3241076217401546,-4.022637535641494,Tidjane Salaün,91.0,6.0,Charlotte,Tidjane Salaün,6-8,217.0,PF,France
